Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Calories
mediterranean,Grilled Eggplant with Rosemary,american,7.14,42.74,41.91,576.7099999999999
mediterranean,Spanish rice & prawn one-pot,mediterranean,63.01,235.56,37.66,1533.2199999999998
mediterranean,Rouille,south american,3.67,20.16,41.82,471.7
mediterranean,Piedmontese peppers,mediterranean,46.08,59.35,88.77,1220.65
mediterranean,Orange & Black Olive Salad,mediterranean,7.88,93.25,16.75,555.27
mediterranean,Olive-Topped Orange Slices,american,4.07,47.79,9.58,293.65999999999997
mediterranean,Vegan Bistro Lunch Box,american,8.25,28.23,8.52,222.60000000000002
mediterranean,Roasted pepper salad with capers & pine nuts,south east asian,8.51,39.76,53.35,673.23
mediterranean,Cook the Book: Turkish Yogurt Soup with Mint,middle eastern,105.69,131.7,55.13,1445.73
mediterranean,Garlic-Mint Yogurt Spread Recipe,american,12.97,11.85,8.16,172.72
mediterranean,Garlicky Escarole,italian,38.37,116.47,15.47,758.59
mediterranean,Panzanella (Tuscan tomato and bread salad),italian,6.78,38.12,95.71,1040.99
mediterranean,Cold Pudding with Bulgur Grain,british,49.03,116.12,148.69,1998.81
mediterranean,The Corsican Cocktail Recipe,world,1.75,155.39,0.99,637.4699999999999
mediterranean,Roasted Red Pepper and Feta Dip,mediterranean,33.94,19.35,58.05,735.6099999999999
mediterranean,Spanikopi-taters,american,47.11,182.6,39.28,1272.36
mediterranean,Zucchini Babaghanouj,mediterranean,18.73,43.96,73.73,914.33
mediterranean,Pomegranate Martini Recipe,world,0.13,8.42,0.2,36.0
mediterranean,Vegan Seafood Spelt Pasta,american,54.91,264.71,49.65,1725.33
mediterranean,Eggplant Dip (Baba Ghanoush),middle eastern,29.02,110.85,79.73,1277.0500000000002
mediterranean,Sardine beccafico,mediterranean,41.45,146.5,53.19,1230.51
mediterranean,Crudités with Feta Pistachio Dip,mediterranean,51.97,44.78,128.17,1540.53
mediterranean,Broccoli with Red Pepper Flakes and Toasted Garlic,british,13.32,25.55,10.61,250.97000000000003
mediterranean,"Tilapia with Arugula, Capers, and Tomatoes",american,48.26,7.99,18.59,392.31
mediterranean,Classic Cookbooks: Elizabeth David's Ratatouille Recipe,french,24.77,141.96,38.07,1009.5500000000001
mediterranean,Tomato and Cucumber Couscous,middle eastern,24.2,112.28,10.19,637.63
mediterranean,Mini Mezze Bento Box,mediterranean,15.02,35.93,17.64,362.56
mediterranean,Zucchini Tapenade,mediterranean,6.94,17.34,55.8,599.3199999999999
mediterranean,Black Olive Tapenade,french,8.37,14.68,92.56,925.24
mediterranean,Warm Quinoa Salad,mexican,73.78,249.0,37.79,1631.23
mediterranean,Baked Shrimp with Tomatoes and Feta,mediterranean,136.89,107.9,60.69,1525.37
mediterranean,"Mahimahi with Onion, Capers, and Lemon",mediterranean,129.0,19.34,80.39,1316.87
mediterranean,Spinach Tabbouleh,middle eastern,24.7,97.07,57.77,1007.01
mediterranean,Garbanzo Bean Stew with Escarole,south east asian,45.16,133.63,14.41,844.8499999999999
mediterranean,Greek Kale Salad with Quinoa & Chicken,mediterranean,63.71,48.83,49.45,895.21
mediterranean,"Zucchini, Lamb, and Summer Squash with Buttermilk Dill Marinade",american,148.79,57.98,132.77,2022.01
mediterranean,Eggplant & Chickpea Baked Pasta,italian,59.71,220.29,52.11,1588.99
mediterranean,"Tomato, Onion, Black Olive, and Feta Fish Packets",mediterranean,132.3,22.39,74.82,1292.1399999999999
mediterranean,Spanish meatball & butter bean stew,mediterranean,99.28,150.74,90.43,1813.9500000000003
mediterranean,Radicchio and Haricot Vert Salad with Candied Walnuts,american,7.65,76.77,66.46,935.8199999999999
mediterranean,Grilled Radicchio Salad with Gorgonzola and Balsamic Vinaigrette Recipe,mediterranean,28.47,18.27,87.46,974.0999999999999
mediterranean,White Bean Salad with Carrots and Tomatoes,south american,51.11,151.17,43.07,1196.75
mediterranean,Portobello “Pizza” Margherita,italian,35.08,46.33,31.2,606.44
mediterranean,"Radicchio with Pine Nuts, Currants, and Aged Balsamic",mediterranean,5.7,26.33,66.04,722.48
mediterranean,Roasted Vegetable and Prosciutto Lasagna with Alfredo Sauce,italian,47.39,131.33,35.18,1031.5
mediterranean,Raw Artichoke Salad with Mint and Feta Vinaigrette,mediterranean,60.95,186.23,85.08,1754.44
mediterranean,Tabbouleh With Edamame and Feta,mediterranean,59.57,180.26,41.17,1329.85
mediterranean,Hake with stewed peppers,eastern europe,137.59,109.12,90.22,1798.8200000000002
mediterranean,"Balsamic-Glazed Salmon with Spinach, Olives, and Golden Raisins",nordic,76.13,94.2,72.1,1330.2199999999998
mediterranean,"Tabouli Salad with Cucumber, Tomato, Feta, and Olives",mediterranean,34.78,137.31,79.1,1400.26
mediterranean,Tuna Salad,american,82.73,40.17,21.91,688.79
mediterranean,Roasted Fish Catalan,mediterranean,96.52,32.82,20.63,703.03
mediterranean,Grilled Peaches with Franklin's Teleme,mediterranean,30.57,69.51,46.1,815.22
mediterranean,Lemon and Mint Seafood Skewers with Tabbouleh,middle eastern,132.09,144.52,19.92,1285.72
mediterranean,Easy Shrimp Skillet,mediterranean,63.81,178.34,52.16,1438.04
mediterranean,PointsPlus Bulgur Pilaf with Pistachios and Raisins,mediterranean,29.87,171.54,36.44,1133.6
mediterranean,Greek Layer Dip,mediterranean,86.52,207.99,53.49,1659.45
mediterranean,Niçoise toasts,french,50.13,177.58,60.1,1451.74
mediterranean,Lentil Stew with Spinach and Potatoes,middle eastern,60.81,189.87,30.64,1278.48
mediterranean,Fava Beans and Orzo Salad,mediterranean,94.19,276.06,53.22,1959.98
mediterranean,Pan-Fried Tomatoes with a Cornmeal Crust,american,12.46,92.77,74.97,1095.65
mediterranean,Spicy Brussels Sprouts with Fried Capers,italian,36.59,89.88,76.79,1196.99
mediterranean,Grilled Lamb Meatballs,middle eastern,84.91,25.57,138.48,1688.2399999999998
mediterranean,"Onion, Pepper & Feta Quiche",mediterranean,60.01,160.48,149.63,2228.63
mediterranean,Greek Vegetarian Stuffed Zucchini,mediterranean,32.34,92.2,39.11,850.1500000000001
mediterranean,Moutabal,mediterranean,34.92,112.17,24.8,811.5600000000001
mediterranean,Fattoush with Yogurt-Tahini Dressing,mediterranean,22.88,49.4,26.34,526.1800000000001
mediterranean,Orzo Olive Salad,mediterranean,35.83,141.46,70.35,1342.31
mediterranean,Moroccan Ratatouille,middle eastern,28.14,151.73,41.51,1093.07
mediterranean,Vegetarian Mezze Lunch to Go,mediterranean,31.83,50.32,56.31,835.3900000000001
mediterranean,Tuna and Olive Salad Sandwich,mediterranean,132.98,167.73,110.4,2196.44
mediterranean,Grilled Squid With Olive Oil and Lemon Recipe,mediterranean,71.04,15.83,20.36,530.72
mediterranean,Corn and Fregola with Grilled Halloumi Cheese,italian,74.43,272.88,137.59,2627.55
mediterranean,Greek Roasted Fish with Vegetables,mediterranean,146.81,132.48,117.38,2173.58
mediterranean,Spiced Silverbeet and Pumpkin Hash,american,20.99,88.57,107.25,1403.49
mediterranean,Salmon with Roasted Red Pepper Quinoa Salad,nordic,139.98,98.53,138.01,2196.13
mediterranean,Greek Stuffed Portobello Mushrooms,mediterranean,17.61,26.48,54.76,669.2
mediterranean,Ratatouille,french,10.97,56.46,56.84,781.2800000000001
mediterranean,Cheesy Greek-Style Baked Quinoa,mediterranean,73.56,143.19,89.34,1671.06
mediterranean,Vegetable Saute,american,56.93,186.48,32.98,1270.46
mediterranean,Fresh ATHENOS® Salsa,mexican,41.67,55.89,91.17,1210.77
mediterranean,Greek Burgers with Herb-Feta Sauce,mediterranean,122.62,83.43,118.48,1890.52
mediterranean,Lamb & Eggplant Ragu,italian,63.04,198.15,41.35,1416.91
mediterranean,Shepherd's Salad,american,14.98,32.93,40.38,555.06
mediterranean,Tomatoes Stuffed with Puréed Cauliflower and Feta,mediterranean,44.16,57.12,80.85,1132.77
mediterranean,North African Vegetable Stew with Poached Eggs,mexican,80.33,196.54,47.17,1532.01
mediterranean,Wilted Dandelion Greens with Toasted Matzo Crumbles,eastern europe,10.35,122.36,55.72,1032.3200000000002
mediterranean,Tilapia & Summer Vegetable Packets,mediterranean,97.34,33.28,25.89,755.49
mediterranean,Holly Clegg’s Eight Layered Greek Dip,mediterranean,30.48,67.11,49.64,837.12
mediterranean,Greek-Style Chicken Salad,mediterranean,68.33,42.72,122.26,1544.5400000000002
mediterranean,DIY Amaretto Recipe,world,13.6,299.79,19.72,1431.0400000000002
mediterranean,Pomegranate Molasses-Glazed Chicken and Carrots,american,117.65,112.5,141.64,2195.3599999999997
mediterranean,Raw Artichoke Salad,mediterranean,17.84,92.7,136.41,1669.8500000000001
mediterranean,"Warm black-eyed peas salad with collard greens, spinach, feta & sun-dried tomato",mediterranean,35.35,90.7,73.71,1167.5900000000001
mediterranean,"Cucumber, Tomato & Feta Salad",mediterranean,11.2,27.29,50.67,609.99
mediterranean,Greek Cauliflower Rice Bowls with Grilled Chicken,mediterranean,118.21,44.88,107.69,1621.5700000000002
mediterranean,Herbed Lima Bean Hummus,mediterranean,42.95,140.33,73.51,1394.71
mediterranean,Turkish Meat Bread,middle eastern,59.02,186.01,62.86,1545.8600000000001
mediterranean,Hummus with Slow-Roasted Vegetables,mediterranean,59.16,153.47,119.03,1921.79
mediterranean,Bistro Chicken-Pasta Salad,french,103.41,194.15,67.1,1794.1399999999999
mediterranean,Orzo Salad with Chickpeas & Artichoke Hearts,mediterranean,43.47,137.98,24.82,949.18
mediterranean,Greek-Style Shrimp and Feta Tacos Recipe,mediterranean,112.06,150.51,98.17,1933.81
mediterranean,"Greek Turkey Burgers with Spinach, Feta & Tzatziki",mediterranean,120.5,84.5,76.57,1509.1299999999999
mediterranean,Vegetarian casserole,french,41.67,149.77,19.93,945.13
mediterranean,"Marinated Olives with Lemon, Thyme & Rosemary",mediterranean,7.05,50.56,113.5,1251.94
mediterranean,Marinated Chickpeas,mediterranean,65.86,202.86,47.13,1499.0500000000002
mediterranean,Grilled Portabella Burgers with Pesto Mayo,american,80.69,141.91,103.0,1817.4
mediterranean,Tomato Dolma with Roasted Eggplant (Köz Patlicanli Domates Dolmasi),middle eastern,107.48,149.43,123.96,2143.2799999999997
mediterranean,Pita Chip Nachos,mexican,134.26,154.66,68.87,1775.5099999999998
mediterranean,Kale Salad with Preserved Lemon & Walnuts,mediterranean,16.94,29.43,97.55,1063.4299999999998
mediterranean,Chickpea-Farro Salad,eastern europe,53.42,184.36,41.09,1320.9300000000003
mediterranean,Mexican Roasted Corn Salad With Buttermilk Dressing,mexican,40.09,145.0,37.25,1075.6100000000001
mediterranean,Sumac Hummus,mediterranean,29.36,76.22,66.49,1020.73
mediterranean,"Mussels with Tomatoes, Wine, and Anise",italian,117.86,116.72,76.96,1630.96
mediterranean,"Stuffed Peppers, Tomatoes, and Mushrooms",italian,71.26,254.86,101.36,2216.7200000000003
mediterranean,Yogurt-Marinated Lamb Kebabs,middle eastern,91.02,277.49,64.45,2054.09
mediterranean,Tzatziki,mediterranean,50.78,68.75,32.66,772.06
mediterranean,Fish Niçoise,french,76.03,41.4,24.7,692.02
mediterranean,Greek Salad Chicken Pita,mediterranean,133.23,281.65,82.39,2401.0299999999997
mediterranean,Tomato & Artichoke Gnocchi,mediterranean,65.29,296.05,47.01,1868.45
mediterranean,Roasted Garlic and Olive Salsa Recipe,mediterranean,32.22,78.46,72.25,1092.97
mediterranean,Warm Tuna Salad Niçoise,french,77.19,129.82,31.19,1108.75
mediterranean,Acorn Squash Stuffed with Chard & White Beans,italian,67.87,233.76,52.7,1680.82
mediterranean,Mustard Aioli-Grilled Potatoes with Fines Herbes,american,25.75,206.27,91.42,1750.8600000000001
mediterranean,Cod Baked with Tomatoes and Feta,mediterranean,107.81,69.5,59.74,1246.9
mediterranean,Provençal Baked Fish with Roasted Potatoes & Mushrooms,mediterranean,98.38,104.75,34.74,1125.18
mediterranean,Roasted Kale and Eggplant Tapenade,mediterranean,18.29,68.88,30.22,620.66
mediterranean,"Chickpea, Chorizo & Spinach Soup",mediterranean,87.97,182.05,76.83,1771.55
mediterranean,Skordalia Trio,mediterranean,31.51,144.29,90.4,1516.8
mediterranean,Acorn Squash Stuffed with Chard & White Beans for Two,french,34.18,115.22,27.23,842.6700000000001
mediterranean,Dinner Tonight: Red Snapper with Tomatoes and Olives Baked in Foil Recipe,american,73.25,19.56,35.43,690.11
mediterranean,Eggs Baked Over a Spicy Vegetable Ragout,south american,46.52,78.19,41.24,870.0
mediterranean,Instant Pot Chicken Breast,french,102.22,1.1,25.48,642.5999999999999
mediterranean,Chicken-Garbanzo Salad,mediterranean,97.63,143.47,37.37,1300.73
mediterranean,Cook the Book: Piedmontese Peppers,french,14.67,55.62,67.77,891.0899999999999
mediterranean,Greek Meatball Mezze Bowls,mediterranean,129.23,118.99,93.66,1835.8199999999997
mediterranean,Dinner Tonight: Zucchini Galette,american,48.52,37.77,40.98,713.98
mediterranean,Yellow Tomato Gazpacho,mediterranean,20.33,90.1,22.66,645.66
mediterranean,Ratatouille & Tabouleh,french,30.7,197.55,113.49,1934.4099999999999
mediterranean,Sweet Orange Couscous with Dried Fruit,mediterranean,18.2,288.56,1.71,1242.43
mediterranean,Provençal Turkey Kebabs with Grilled Lemon,american,127.42,27.02,58.44,1143.72
mediterranean,Whole-Grain Orzo & Grilled Vegetable Salad,mediterranean,82.67,149.58,128.16,2082.44
mediterranean,Persian Spinach and Yogurt Dip (Borani Esfanaj),american,17.38,27.36,16.82,330.34
mediterranean,Roasted Black Sea Bass with Tomato and Olive Salad,french,103.41,42.09,97.54,1459.8600000000001
mediterranean,Kimchi-Sesame Hummus,mediterranean,42.04,115.5,71.36,1272.4
mediterranean,"Mussels with Spices, Ginger, Lemongrass and Coriander",mediterranean,111.01,63.06,49.44,1141.24
mediterranean,Espinacas con Garbanzos/Spinach and Garbanzos,mediterranean,46.05,128.0,51.71,1161.5900000000001
mediterranean,Quinoa Salad with Pistachios and Currants,mediterranean,43.09,209.08,59.17,1541.21
mediterranean,Ouzo Poached Shrimp with Tomatoes and Corn Salad,mediterranean,66.88,66.05,73.57,1193.85
mediterranean,Greek Salmon Salad,nordic,13.44,99.69,22.25,652.77
mediterranean,"Dinner Tonight: Orzo with Cherry Tomatoes, Capers, and Lemon Recipe",italian,35.82,115.03,31.12,883.48
mediterranean,"Falafel, Feta, and Tomato Salad",mediterranean,37.66,84.02,108.06,1459.26
mediterranean,Southeast Asian Carrot Salad with Mint and Roasted Peanuts,south east asian,22.49,54.43,46.33,724.65
mediterranean,Tunisian Leblebi,mediterranean,98.69,215.1,32.2,1544.9599999999998
mediterranean,"Swordfish with Olives, Capers & Tomatoes over Polenta",italian,100.42,85.94,51.15,1205.79
mediterranean,Falafel Pizza,italian,71.31,218.32,60.34,1701.58
mediterranean,Spanakopita Grilled Cheese,mediterranean,44.64,80.82,70.43,1135.71
mediterranean,Greek Tomato and Cucumber Salad with Farro,mediterranean,43.63,168.35,66.91,1450.11
mediterranean,Ancient Arabic Coffee Shows Guests You Think They’re Worth It,middle eastern,1.64,10.27,0.2,49.44
mediterranean,Sea Bass Crusted with Moroccan Spices,middle eastern,129.58,20.8,30.88,879.44
mediterranean,"Rustic Rosemary, Grape and Feta Galette with Caramelized Onions",mediterranean,38.36,154.91,79.92,1492.36
mediterranean,Piled-High Greek Vegetable Pitas,mediterranean,51.34,172.22,41.36,1266.48
mediterranean,Greek Chicken & Cucumber Pita Sandwiches with Yogurt Sauce,mediterranean,104.99,164.17,98.54,1963.5
mediterranean,"Salad with Kale, Snap Peas and Lemony Feta Dressing",mediterranean,35.42,78.76,93.12,1294.8000000000002
mediterranean,Scrambled Eggs with Goat Cheese and Aleppo Pepper,mediterranean,51.0,14.13,75.57,940.6499999999999
mediterranean,Chicken Hash Recipe,french,145.1,112.03,134.68,2240.6400000000003
mediterranean,Hamachi Carpaccio with Piquillo peppers and Grilled lemon,mediterranean,108.86,29.66,132.56,1747.12
mediterranean,Garlic Croutons with Eggplant and Roasted Pepper Spread Topped with Grilled Shrimp,mediterranean,43.83,78.64,72.47,1142.1100000000001
mediterranean,Fennel Braised with Artichokes,mediterranean,28.54,114.37,58.47,1097.87
mediterranean,Ripe's Radicchio Salad with Tahini Lemon Drizzle,mediterranean,18.08,62.76,102.97,1250.0900000000001
mediterranean,Watermelon Feta Tomato Salad with Basil Vinaigrette,mediterranean,14.91,97.1,77.79,1148.15
mediterranean,Sheep's-Milk Yogurt Cheesecakes with Grilled Figs and Pistachios,american,30.45,202.73,138.23,2176.79
mediterranean,Greek Grilled Salmon Kebabs with Tzatziki & Green Beans,mediterranean,141.41,99.83,114.17,1992.49
mediterranean,"Salad of Limas, Green Beans, and Chickpeas with Lemon and Parsley",american,30.56,113.35,31.73,861.21
mediterranean,Dinner Tonight: Curried Pork Noodles Recipe,asian,97.73,201.04,127.89,2346.09
mediterranean,"Cook the Book: Cumin Seed Roasted Cauliflower with Salted Yogurt, Mint, and Pomegranate Seeds",mediterranean,23.51,99.19,35.13,806.97
mediterranean,Monkfish and Clam Bourride,american,146.42,197.86,56.9,1889.2199999999998
mediterranean,Lamb Kofta With Pomegranate Glaze,american,55.89,62.62,46.94,896.5
mediterranean,Healthy & Delicious: Irio Recipe,american,38.49,221.18,3.83,1073.15
mediterranean,"Meat, Bulgur, and Rice Dolmades",mediterranean,59.78,108.31,72.74,1327.02
mediterranean,Cardoon Soup with Black Truffle Carpaccio Recipe,french,20.65,136.09,67.09,1230.77
mediterranean,Must-Try Hummus and Tortilla Chips,mediterranean,55.11,194.3,53.91,1482.83
mediterranean,Irish Soda Bread with Ancient Grains,american,62.34,282.4,54.59,1870.27
mediterranean,Cook the Book: Harissa Ravioli,italian,63.35,183.09,112.59,1999.0700000000002
mediterranean,Pasta with Saffron,mediterranean,74.99,263.03,102.01,2270.17
mediterranean,Cook the Book: Middle Eastern Lamb Pizza,italian,94.42,262.65,113.23,2447.35
mediterranean,Dinner Recipe for Two: Duck Breast with Pomegranate-Citrus Glaze,french,66.43,23.5,14.25,487.97
mediterranean,Capers: What's Not to Love? Recipe,italian,82.98,25.84,105.67,1386.31
mediterranean,Meat Lite: Eggs Any Style Shaksouka Recipe,mediterranean,34.97,15.12,39.65,557.2099999999999
mediterranean,Cook the Book: Fried Halloumi Salad,asian,40.3,66.18,121.73,1521.49
mediterranean,Eat for Eight Bucks: Sardine Linguine with Sundried Tomatoes and Olives Recipe,american,73.02,276.1,85.51,2166.07
